nocues;nhog;region;aglo;t_aglo;v108;v109;v111;v202;v238a;v256a
192;1;8;6;4;47;2;2;;;
192;1;8;6;4;28;2;3;;;
192;1;8;6;4;16;2;3;;;
193;1;8;6;4;48;1;1;1;1;1
193;1;8;6;4;46;2;2;1;;
193;1;8;6;4;14;1;3;;;
194;1;8;6;4;53;1;1;1;2;
194;1;8;6;4;45;2;2;;;
194;1;8;6;4;20;1;3;;;
194;1;8;6;4;19;2;3;;;
195;1;8;6;4;64;2;1;1;3;1
196;1;8;6;4;59;2;1;1;1;1
196;1;8;6;4;31;2;3;3;;
196;1;8;6;4;27;1;3;9;;
196;1;8;6;4;8;2;7;;;
196;1;8;6;4;4;2;7;;;
196;1;8;6;4;2;2;7;;;
197;1;8;6;4;46;2;1;1;1;1
198;1;8;6;4;45;1;1;1;1;
198;1;8;6;4;15;2;3;;;
199;1;8;6;3;32;1;1;1;1;1
199;1;8;6;3;30;2;2;;;
199;1;8;6;3;6;1;3;;;
199;1;8;6;3;3;2;3;;;
200;1;8;6;3;53;1;1;1;2;2
200;1;8;6;3;38;2;2;3;;
200;1;8;6;3;20;2;12;3;;
200;1;8;6;3;18;2;3;;;
200;1;8;6;3;9;2;3;;;
201;1;8;6;3;57;1;1;1;1;1
201;1;8;6;3;53;2;2;;;
201;1;8;6;3;19;2;3;;;
201;1;8;6;3;17;1;3;;;
202;1;8;6;2;45;2;1;3;2;9
202;1;8;6;2;42;1;2;1;;
202;1;8;6;2;20;1;3;3;;
202;1;8;6;2;16;2;3;;;
203;1;8;6;2;23;1;1;1;2;1
204;1;8;6;2;62;1;1;1;1;
204;1;8;6;2;52;2;2;1;;
205;1;8;6;2;48;2;1;1;2;1
205;1;8;6;2;21;1;3;1;;
206;1;8;6;2;48;2;1;1;1;2
206;1;8;6;2;15;2;3;;;
207;1;8;6;2;41;2;2;;1;
207;1;8;6;2;33;1;1;1;;
207;1;8;6;2;23;1;3;;;
207;1;8;6;2;17;1;3;;;
207;1;8;6;2;14;2;3;;;
207;1;8;6;2;8;2;3;;;
207;1;8;6;2;6;2;3;;;
208;1;8;6;2;40;2;1;;1;
208;1;8;6;2;19;2;3;;;
208;1;8;6;2;17;2;3;3;;
208;1;8;6;2;11;1;3;;;
208;1;8;6;2;4;2;3;;;
209;1;8;6;2;36;2;2;;1;9
209;1;8;6;2;39;1;1;1;;
209;1;8;6;2;11;1;3;;;
209;1;8;6;2;10;2;3;;;
209;1;8;6;2;8;1;3;;;
209;1;8;6;2;1;2;3;;;
210;1;8;6;2;29;2;1;1;1;1
210;1;8;6;2;4;2;3;;;
211;1;8;6;2;31;2;2;2;1;
211;1;8;6;2;34;1;1;1;;
212;1;8;6;2;28;2;2;2;1;2
212;1;8;6;2;26;1;1;1;;
212;1;8;6;2;7;2;3;;;
213;1;8;6;2;36;2;2;;1;9
213;1;8;6;2;40;1;1;1;;
213;1;8;6;2;16;1;3;;;
214;1;8;6;2;30;1;1;1;1;9
214;1;8;6;2;28;2;2;3;;
215;1;8;6;4;38;1;1;1;1;1
215;1;8;6;4;33;2;2;;;
215;1;8;6;4;15;2;3;;;
215;1;8;6;4;11;2;3;;;
215;1;8;6;4;4;2;3;;;
216;1;8;6;4;43;1;1;1;1;
216;1;8;6;4;41;2;2;;;
216;1;8;6;4;15;1;3;;;
216;1;8;6;4;13;2;3;;;
217;1;8;6;4;36;2;1;1;1;1
217;1;8;6;4;11;1;3;;;
218;1;8;6;4;25;2;2;3;1;9
218;1;8;6;4;32;1;1;3;;
218;1;8;6;4;13;1;3;;;
218;1;8;6;4;3;2;3;;;
219;1;8;6;4;33;1;1;1;3;
219;1;8;6;4;37;2;2;;;
219;1;8;6;4;3;1;3;;;
220;1;8;6;4;34;1;1;1;3;
220;1;8;6;4;31;2;2;1;;
220;1;8;6;4;0;2;3;;;
221;1;8;6;4;25;1;1;;3;
221;1;8;6;4;21;2;2;3;;
221;1;8;6;4;3;2;3;;;
221;1;8;6;4;1;2;3;;;
222;1;8;6;4;21;2;1;3;2;1
222;1;8;6;4;5;2;3;;;
222;2;8;6;4;24;2;1;1;2;1
223;1;8;6;2;37;2;1;1;1;1
224;1;8;6;4;63;1;1;1;1;
225;1;8;6;4;47;2;1;3;3;2
225;1;8;6;4;23;1;3;1;;
225;1;8;6;4;20;2;3;;;
225;1;8;6;4;18;1;3;;;
226;1;8;6;3;26;1;1;1;1;
226;1;8;6;3;23;2;2;;;
226;1;8;6;3;0;2;3;;;
227;1;8;6;3;68;2;9;1;1;
227;1;8;6;3;45;1;1;;;
228;1;8;6;3;45;2;1;1;1;
228;1;8;6;3;51;1;2;1;;
228;1;8;6;3;9;2;3;;;
229;1;8;6;3;42;2;1;1;1;
230;1;8;6;3;56;1;1;3;1;
230;1;8;6;3;55;2;2;;;
230;1;8;6;3;16;1;3;;;
231;1;8;6;3;46;1;1;1;1;
232;1;8;6;3;53;2;1;1;1;
232;1;8;6;3;12;2;3;;;
232;1;8;6;3;16;1;3;;;
233;1;8;6;3;76;1;1;1;2;2
234;1;3;6;4;57;1;1;;2;2
234;1;3;6;4;53;2;2;;;
234;2;3;6;4;27;1;1;;1;2
234;2;3;6;4;26;2;2;3;;
234;2;3;6;4;5;1;3;;;
234;2;3;6;4;3;2;3;;;
234;2;3;6;4;0;1;3;;;
235;1;3;6;4;42;2;1;1;1;
235;1;3;6;4;38;2;2;1;;
235;1;3;6;4;14;1;3;;;
235;1;3;6;4;12;1;3;;;
235;1;3;6;4;8;1;3;;;
236;1;3;6;4;23;2;1;3;1;9
236;1;3;6;4;26;2;6;3;;
236;1;3;6;4;18;2;6;2;;
236;1;3;6;4;16;2;6;2;;
236;1;3;6;4;2;2;3;;;
236;2;3;6;4;66;2;1;9;1;1
236;2;3;6;4;50;1;2;1;;
237;1;3;6;4;43;1;1;3;1;9
237;1;3;6;4;51;1;6;3;;
238;1;3;6;4;55;1;1;1;3;
238;1;3;6;4;56;2;2;1;;
238;1;3;6;4;27;2;3;2;;
238;1;3;6;4;26;2;3;;;
238;1;3;6;4;4;1;7;;;
238;1;3;6;4;30;1;3;2;;
239;1;3;6;4;29;1;1;3;1;1
239;1;3;6;4;27;2;2;;;
239;1;3;6;4;7;1;3;;;
239;1;3;6;4;6;2;3;;;
240;1;3;6;4;69;1;1;3;1;
240;2;3;6;4;75;1;1;3;1;2
241;1;3;6;4;27;1;1;1;1;1
241;1;3;6;4;23;2;2;;;
241;1;3;6;4;4;1;3;;;
241;1;3;6;4;2;2;3;;;
241;1;3;6;4;53;2;9;;;
241;1;3;6;4;54;1;9;3;;
242;1;3;6;4;26;1;1;3;1;
242;1;3;6;4;27;2;2;;;
242;1;3;6;4;8;1;3;;;
242;1;3;6;4;4;1;3;;;
242;1;3;6;4;0;2;3;;;
243;1;3;6;4;32;1;1;3;1;9
243;1;3;6;4;33;2;2;3;;
243;1;3;6;4;14;1;3;;;
243;1;3;6;4;7;1;3;;;
244;1;3;6;4;28;1;1;;3;2
244;1;3;6;4;24;2;2;;;
244;1;3;6;4;3;2;3;;;
245;1;3;6;1;86;2;1;;1;
245;1;3;6;1;49;2;3;1;;
245;1;3;6;1;42;1;3;1;;
246;1;3;6;1;59;1;1;1;1;
247;1;3;6;1;57;1;1;;1;1
247;1;3;6;1;50;2;2;;;
247;1;3;6;1;25;2;3;;;
247;1;3;6;1;24;2;3;;;
247;1;3;6;1;21;1;3;;;
247;1;3;6;1;12;2;3;;;
248;1;3;6;1;47;1;1;1;1;
248;1;3;6;1;46;2;2;1;;
248;1;3;6;1;11;1;3;;;
248;1;3;6;1;9;2;3;;;
249;1;3;6;1;72;1;1;1;1;1
249;1;3;6;1;69;2;2;1;;
249;1;3;6;1;30;1;3;1;;
250;1;3;6;1;32;1;1;;1;
250;1;3;6;1;26;2;2;;;
251;1;3;6;1;20;1;1;;1;1
251;1;3;6;1;19;2;6;;;
252;1;3;6;1;28;2;1;2;1;
253;1;3;6;1;61;2;1;;1;2
253;1;3;6;1;26;1;3;3;;
253;1;3;6;1;24;2;3;3;;
254;1;3;6;1;66;1;1;;1;1
254;1;3;6;1;61;2;2;3;;
254;1;3;6;1;36;2;3;2;;
255;1;3;6;1;44;1;1;;1;2
255;1;3;6;1;44;2;2;3;;
255;1;3;6;1;19;1;3;;;
255;1;3;6;1;15;1;3;;;
256;1;3;6;1;54;1;1;;1;1
256;1;3;6;1;54;2;2;1;;
256;1;3;6;1;26;1;3;3;;
256;2;3;6;1;28;1;1;3;1;1
256;2;3;6;1;30;2;2;3;;
256;2;3;6;1;10;2;3;;;
256;2;3;6;1;9;2;3;;;
256;2;3;6;1;3;1;3;;;
256;3;3;6;1;76;1;1;1;1;2
256;3;3;6;1;77;2;2;3;;
256;3;3;6;1;54;2;3;3;;
256;3;3;6;1;9;1;7;;;
257;1;3;6;1;57;1;1;1;1;2
257;1;3;6;1;58;2;2;3;;
257;1;3;6;1;18;2;3;3;;
258;1;3;6;1;55;2;1;1;3;1
258;1;3;6;1;74;1;2;9;;
258;1;3;6;1;33;1;3;3;;
258;1;3;6;1;30;1;3;3;;
259;1;3;6;1;68;2;1;1;1;1
259;1;3;6;1;59;2;6;1;;
259;1;3;6;1;75;2;6;1;;
259;1;3;6;1;20;1;10;3;;
260;1;3;6;1;51;1;1;2;1;1
260;1;3;6;1;49;2;2;1;;
260;1;3;6;1;24;1;3;3;;
260;1;3;6;1;22;1;3;;;
260;1;3;6;1;18;2;3;;;
260;1;3;6;1;16;1;3;;;
261;1;3;6;1;46;2;1;3;1;
261;1;3;6;1;30;1;3;3;;
261;1;3;6;1;25;1;3;3;;
261;1;3;6;1;22;1;3;3;;
261;1;3;6;1;19;2;3;;;
262;1;3;6;1;70;1;1;1;3;
262;1;3;6;1;72;2;2;1;;
262;1;3;6;1;34;2;3;1;;
262;1;3;6;1;45;1;5;1;;
262;1;3;6;1;4;1;7;;;
263;1;3;6;1;73;2;1;;1;
264;1;3;6;1;59;1;1;9;1;
264;1;3;6;1;52;2;2;3;;
264;1;3;6;1;20;2;3;1;;
264;1;3;6;1;10;2;3;;;
264;1;3;6;1;10;2;3;;;
264;1;3;6;1;1;1;7;;;
265;1;3;6;1;60;2;1;1;1;1
265;1;3;6;1;73;1;2;1;;
265;1;3;6;1;30;1;3;1;;
265;1;3;6;1;41;2;3;1;;
265;1;3;6;1;20;2;5;;;
265;1;3;6;1;1;2;7;;;
266;1;3;6;1;64;1;1;1;1;
266;1;3;6;1;72;2;2;1;;
266;1;3;6;1;28;1;3;3;;
266;1;3;6;1;27;1;3;3;;
267;1;3;5;1;77;2;1;;2;2
268;1;3;5;1;62;1;1;1;1;
268;1;3;5;1;60;2;2;;;
268;1;3;5;1;40;1;3;2;;
269;1;3;5;1;77;1;1;1;1;
269;1;3;5;1;75;2;2;;;
270;1;3;5;1;76;2;1;1;1;
270;1;3;5;1;76;1;2;1;;
271;1;3;5;1;72;1;1;;1;
271;1;3;5;1;64;2;2;;;
272;1;3;5;1;61;1;1;1;1;1
272;1;3;5;1;61;2;2;;;
272;1;3;5;1;36;2;3;1;;
272;1;3;5;1;28;2;3;1;;
272;1;3;5;1;21;2;3;;;
273;1;3;5;1;73;1;1;1;1;1
273;1;3;5;1;72;2;2;1;;
274;1;3;5;1;51;2;1;2;1;2
274;1;3;5;1;86;2;9;1;;
274;1;3;5;1;17;2;3;;;
275;1;3;5;1;76;2;1;;1;9
275;1;3;5;1;50;1;3;1;;
276;1;3;5;1;64;2;1;1;1;1
276;1;3;5;1;68;1;2;;;
277;1;3;5;1;74;1;1;1;3;
277;1;3;5;1;72;2;2;1;;
278;1;3;5;1;45;1;1;;2;2
278;1;3;5;1;40;2;2;3;;
278;1;3;5;1;10;2;3;;;
279;1;3;5;1;55;1;1;1;1;1
279;1;3;5;1;55;2;2;;;
279;1;3;5;1;28;2;3;3;;
280;1;3;5;1;74;2;1;1;1;1
281;1;3;5;1;48;2;1;;1;1
281;1;3;5;1;29;1;3;2;;
281;1;3;5;1;24;2;3;1;;
281;1;3;5;1;20;1;3;1;;
282;1;3;5;1;76;1;1;3;2;2
282;1;3;5;1;74;2;2;;;
282;2;3;5;1;44;2;1;;1;
282;2;3;5;1;19;2;3;3;;
282;2;3;5;1;16;2;3;1;;
282;2;3;5;1;13;2;3;;;
282;2;3;5;1;10;2;3;;;
282;2;3;5;1;1;1;7;;;
283;1;3;5;1;56;2;1;;1;1
283;1;3;5;1;19;1;3;3;;
283;1;3;5;1;24;1;3;1;;
283;1;3;5;1;54;1;8;;;
284;1;3;5;1;45;1;1;3;1;1
286;1;3;5;1;61;1;1;;2;
286;1;3;5;1;59;2;2;;;
286;1;3;5;1;26;1;3;3;;
286;1;3;5;1;34;2;3;;;
287;1;3;5;1;57;1;1;;3;2
287;1;3;5;1;57;2;2;3;;
287;1;3;5;1;25;2;3;1;;
287;1;3;5;1;28;2;3;;;
288;1;3;5;1;38;2;2;1;1;
288;1;3;5;1;35;1;1;2;;
289;1;3;5;1;54;1;1;;1;
289;1;3;5;1;50;2;2;;;
289;1;3;5;1;29;2;3;;;
289;1;3;5;1;27;1;3;;;
290;1;3;5;1;26;1;1;3;1;2
290;1;3;5;1;24;2;6;;;
290;1;3;5;1;31;2;2;;;
290;1;3;5;1;8;2;10;;;
290;1;3;5;1;5;2;10;;;
290;1;3;5;1;2;2;10;;;
290;1;3;5;1;0;2;10;;;
291;1;3;5;1;65;1;1;3;3;2
291;1;3;5;1;52;2;2;;;
291;1;3;5;1;18;1;3;;;
294;1;3;5;1;72;2;1;;1;
294;1;3;5;1;53;1;3;;;
295;1;3;5;1;47;1;1;1;1;1
295;1;3;5;1;42;2;2;3;;
295;1;3;5;1;20;2;3;;;
295;1;3;5;1;19;1;3;;;
295;1;3;5;1;18;2;3;;;
295;1;3;5;1;14;2;3;;;
296;1;3;5;1;73;1;1;1;1;1
296;1;3;5;1;68;2;2;;;
296;2;3;5;1;40;1;1;1;1;
296;2;3;5;1;42;2;2;1;;
296;2;3;5;1;16;1;3;;;
296;2;3;5;1;13;2;3;;;
297;1;3;5;1;54;1;1;;1;
297;1;3;5;1;19;2;3;3;;
298;1;3;5;1;42;2;1;3;1;
298;1;3;5;1;10;1;3;;;
298;1;3;5;1;1;1;3;;;
299;1;3;5;1;30;1;1;1;3;2
299;1;3;5;1;28;2;2;9;;
299;1;3;5;1;57;2;9;1;;
299;1;3;5;1;10;2;3;;;
299;1;3;5;1;8;2;3;;;
299;1;3;5;1;6;2;3;;;
299;1;3;5;1;2;1;3;;;
300;1;3;5;1;50;2;1;1;1;
300;1;3;5;1;47;1;2;3;;
300;1;3;5;1;25;1;3;3;;
301;1;3;5;1;27;1;1;1;2;2
301;1;3;5;1;28;2;2;3;;
301;1;3;5;1;7;1;3;;;
302;1;3;5;1;50;1;1;1;1;1
302;1;3;5;1;57;2;2;3;;
302;1;3;5;1;25;1;3;1;;
302;1;3;5;1;18;2;3;;;
303;1;3;5;1;47;2;1;1;1;
303;1;3;5;1;47;1;2;;;
303;1;3;5;1;22;2;3;;;
303;1;3;5;1;18;2;3;;;
304;1;3;5;1;56;1;1;1;1;9
304;1;3;5;1;52;2;2;1;;
304;1;3;5;1;26;1;3;1;;
304;1;3;5;1;20;2;3;3;;
304;1;3;5;1;94;2;9;1;;
304;1;3;5;1;20;2;3;3;;
305;1;3;5;1;41;1;1;1;2;1
305;1;3;5;1;40;2;2;1;;
305;1;3;5;1;19;1;3;3;;
305;1;3;5;1;6;2;3;;;
305;1;3;5;1;18;2;3;;;
306;1;3;5;1;44;2;1;1;1;1
306;1;3;5;1;24;1;3;1;;
306;1;3;5;1;21;2;3;3;;
306;1;3;5;1;18;1;3;3;;
306;1;3;5;1;15;2;3;;;
306;1;3;5;1;7;1;3;;;
306;1;3;5;1;54;1;2;3;;
307;1;3;5;1;43;1;1;3;1;1
307;1;3;5;1;40;2;2;3;;
307;1;3;5;1;18;1;3;1;;
307;1;3;5;1;12;2;3;;;
307;1;3;5;1;2;2;3;;;
308;1;3;5;1;58;2;1;1;2;9
308;1;3;5;1;28;1;3;3;;
308;1;3;5;1;22;1;3;1;;
309;1;3;5;1;42;1;1;3;1;1
309;1;3;5;1;42;2;2;;;
309;1;3;5;1;17;2;3;;;
309;1;3;5;1;11;1;3;;;
309;1;3;5;1;8;1;3;;;
310;1;3;5;1;34;1;1;3;1;1
310;1;3;5;1;66;1;9;9;;
310;1;3;5;1;73;2;9;3;;
311;1;3;5;1;70;1;1;1;1;
311;1;3;5;1;68;2;2;;;
311;1;3;5;1;32;1;3;2;;
312;1;3;5;1;30;1;1;3;1;1
312;1;3;5;1;54;2;9;;;
312;1;3;5;1;19;1;6;;;
313;1;3;5;1;66;1;1;1;3;
313;1;3;5;1;53;2;2;1;;
313;1;3;5;1;19;1;3;;;
314;1;3;5;1;28;1;1;2;2;
314;1;3;5;1;26;2;2;1;;
314;1;3;5;1;6;2;3;;;
314;1;3;5;1;0;1;3;;;
314;2;3;5;1;33;1;1;3;2;
314;2;3;5;1;62;1;9;;;
315;1;1;1;1;40;2;1;2;1;
315;1;1;1;1;15;2;3;;;
315;1;1;1;1;5;1;3;;;
316;1;1;1;1;54;2;1;2;1;1
317;1;1;1;1;35;1;1;1;2;1
317;1;1;1;1;36;2;2;1;;
317;1;1;1;1;13;2;3;;;
317;1;1;1;1;8;2;3;;;
318;1;1;1;1;66;2;1;1;1;
319;1;1;1;1;76;1;1;;1;9
319;1;1;1;1;69;2;2;3;;
320;1;1;1;1;72;2;1;1;1;1
320;1;1;1;1;69;1;2;;;
321;1;1;1;1;88;2;1;;1;
322;1;1;1;1;63;2;1;1;1;2
323;1;1;1;1;38;1;1;;1;
323;1;1;1;1;39;2;2;1;;
323;1;1;1;1;12;2;3;;;
323;1;1;1;1;10;1;3;;;
324;1;1;1;1;41;2;1;1;1;1
324;1;1;1;1;60;1;2;1;;
324;1;1;1;1;11;1;3;;;
325;1;1;1;1;36;1;1;;1;1
326;1;1;1;1;71;1;1;1;1;
326;1;1;1;1;71;2;2;;;
326;1;1;1;1;38;2;3;1;;
326;1;1;1;1;6;1;7;;;
327;1;1;1;1;30;2;1;;1;1
327;1;1;1;1;23;1;2;;;
327;1;1;1;1;67;2;9;1;;
327;1;1;1;1;8;1;3;;;
327;1;1;1;1;2;1;3;;;
328;1;1;1;1;65;1;1;1;1;1
328;1;1;1;1;46;2;2;1;;
328;1;1;1;1;45;2;8;;;
328;1;1;1;1;19;2;3;2;;
328;1;1;1;1;11;1;3;;;
329;1;1;1;1;61;2;1;;1;9
329;1;1;1;1;37;1;3;1;;
330;1;1;1;1;71;1;1;;1;2
330;1;1;1;1;21;2;3;;;
330;1;1;1;1;16;1;3;;;
330;1;1;1;1;14;1;3;;;
331;1;1;1;1;60;1;1;1;1;1
332;1;1;1;1;90;2;1;3;2;1
332;1;1;1;1;67;2;3;1;;
333;1;1;1;1;32;2;1;;1;1
333;1;1;1;1;9;2;3;;;
333;1;1;1;1;6;1;3;;;
334;1;1;1;1;34;1;1;1;2;
334;1;1;1;1;29;2;2;1;;
334;1;1;1;1;8;2;3;;;
334;1;1;1;1;0;2;3;;;
335;1;1;1;1;38;1;1;;1;
335;1;1;1;1;26;1;12;1;;
335;1;1;1;1;37;1;12;1;;
336;1;1;1;1;61;1;1;1;1;
336;1;1;1;1;60;2;2;;;
336;1;1;1;1;14;2;3;1;;
337;1;1;1;1;38;2;1;;1;1
338;1;1;1;1;68;2;1;1;1;1
338;1;1;1;1;43;1;3;1;;
338;1;1;1;1;47;1;3;1;;
339;1;1;1;1;70;1;1;1;1;1
339;1;1;1;1;70;2;2;;;
340;1;1;1;1;28;2;1;1;2;1
340;1;1;1;1;33;1;2;1;;
341;1;1;1;1;35;2;1;1;1;
341;1;1;1;1;11;2;3;;;
342;1;1;1;1;72;1;1;;1;
342;1;1;1;1;53;2;2;3;;
343;1;1;1;1;30;1;1;1;1;
343;1;1;1;1;36;2;2;1;;
343;1;1;1;1;12;1;3;;;
343;1;1;1;1;0;2;3;;;
344;1;1;1;1;55;2;1;;1;
344;1;1;1;1;50;1;6;1;;
344;1;1;1;1;84;2;9;;;
345;1;1;1;1;39;1;1;1;1;1
345;1;1;1;1;36;2;2;1;;
345;1;1;1;1;5;2;3;;;
345;1;1;1;1;2;1;3;;;
346;1;1;1;1;52;1;1;1;1;1
346;1;1;1;1;52;2;2;1;;
346;1;1;1;1;23;2;3;3;;
346;1;1;1;1;21;2;3;1;;
346;1;1;1;1;4;1;7;;;
347;1;1;1;1;49;1;1;1;1;1
347;1;1;1;1;39;2;2;1;;
347;1;1;1;1;11;1;3;;;
347;1;1;1;1;5;1;3;;;
348;1;1;1;1;50;1;1;1;1;1
348;1;1;1;1;47;2;2;1;;
348;1;1;1;1;17;2;3;;;
349;1;1;1;1;72;1;1;1;1;1
350;1;1;1;1;48;1;1;;1;
350;1;1;1;1;49;2;2;;;
350;1;1;1;1;16;1;3;;;
350;1;1;1;1;14;1;3;;;
350;1;1;1;1;12;2;3;;;
351;1;1;1;1;55;1;1;;3;
351;1;1;1;1;52;2;2;;;
351;1;1;1;1;25;2;3;1;;
351;1;1;1;1;11;2;3;;;
352;1;1;1;1;42;1;1;1;3;1
352;1;1;1;1;88;2;9;3;;
352;1;1;1;1;60;2;6;;;
352;1;1;1;1;10;1;3;;;
353;1;1;1;1;60;1;1;1;1;1
354;1;1;1;1;47;1;1;;1;9
354;1;1;1;1;66;2;2;1;;
355;1;1;1;1;31;1;1;;1;1
355;1;1;1;1;29;2;2;1;;
356;1;1;1;1;83;2;1;1;1;1
357;1;1;1;1;65;1;1;3;3;1
357;1;1;1;1;61;2;2;1;;
357;1;1;1;1;20;1;3;;;
358;1;1;1;1;51;1;1;;1;1
358;1;1;1;1;50;2;2;;;
358;1;1;1;1;23;2;3;;;
358;1;1;1;1;2;1;7;;;
359;1;1;1;1;32;1;1;3;1;1
359;1;1;1;1;32;2;2;3;;
359;1;1;1;1;11;2;3;;;
359;1;1;1;1;0;2;3;;;
360;1;1;1;1;64;1;1;2;1;1
361;1;1;1;1;82;2;1;1;2;2
362;1;1;1;1;73;2;1;1;1;1
363;1;1;1;1;34;1;1;1;1;
363;1;1;1;1;32;2;2;2;;
363;1;1;1;1;0;2;3;;;
364;1;1;1;1;73;1;1;1;1;
364;1;1;1;1;69;2;2;1;;
365;1;1;1;1;90;1;1;1;1;1
365;1;1;1;1;73;2;2;1;;
366;1;1;1;1;65;2;1;;3;
366;1;1;1;1;19;1;7;3;;
366;1;1;1;1;17;1;7;3;;
366;1;1;1;1;14;2;7;;;
366;1;1;1;1;9;1;7;;;
366;1;1;1;1;8;1;7;;;
366;1;1;1;1;5;1;7;;;
366;1;1;1;1;35;2;3;3;;
367;1;1;1;1;42;1;1;;1;1
367;1;1;1;1;40;2;2;3;;
367;1;1;1;1;4;1;3;;;
367;1;1;1;1;6;2;3;;;
368;1;1;1;1;27;2;1;1;2;1
368;1;1;1;1;27;1;2;3;;
369;1;1;1;1;34;2;1;3;1;1
370;1;1;1;1;73;1;1;1;1;1
370;1;1;1;1;66;2;2;1;;
371;1;1;1;1;56;2;1;1;1;1
371;1;1;1;1;64;1;2;1;;
371;1;1;1;1;25;2;3;1;;
372;1;1;1;1;55;1;1;2;1;1
372;1;1;1;1;52;2;2;1;;
372;1;1;1;1;24;1;3;1;;
373;1;1;1;1;30;1;1;3;1;2
373;1;1;1;1;39;2;2;1;;
373;1;1;1;1;3;1;3;;;
374;1;1;1;1;46;1;1;;1;1
374;1;1;1;1;5;1;3;;;
375;1;1;1;1;69;2;1;;1;1
375;2;1;1;1;45;1;1;;1;
375;2;1;1;1;38;2;2;1;;
375;2;1;1;1;19;2;3;;;
375;2;1;1;1;14;2;3;;;
375;2;1;1;1;12;2;3;;;
375;2;1;1;1;8;1;3;;;
376;1;1;1;1;88;2;1;;1;
376;1;1;1;1;24;2;7;2;;
376;1;1;1;1;57;2;3;3;;
376;1;1;1;1;97;2;6;3;;
377;1;1;1;1;57;1;1;1;3;
377;1;1;1;1;56;2;2;1;;
377;1;1;1;1;24;1;3;3;;
377;1;1;1;1;12;2;3;;;
378;1;1;1;1;40;1;1;;2;1
378;1;1;1;1;41;2;2;1;;
378;1;1;1;1;3;2;3;;;
378;1;1;1;1;1;2;3;;;
379;1;1;1;1;40;1;1;;1;1
380;1;1;1;1;40;2;1;3;3;2
380;1;1;1;1;43;1;2;1;;
380;1;1;1;1;12;2;3;;;
381;1;1;1;1;64;1;1;;1;1
381;1;1;1;1;58;2;2;;;
382;1;1;1;1;35;2;1;1;1;
382;1;1;1;1;14;2;3;;;
382;1;1;1;1;7;1;3;;;
382;1;1;1;1;6;1;3;;;
383;1;1;1;1;37;2;1;1;1;1
383;1;1;1;1;33;1;2;;;
383;1;1;1;1;18;2;3;;;
383;1;1;1;1;7;2;3;;;
383;1;1;1;1;4;2;3;;;
384;1;1;1;1;81;1;1;1;2;
384;1;1;1;1;68;2;2;3;;
385;1;1;1;1;49;2;1;1;9;
385;1;1;1;1;64;1;2;;;
386;1;1;1;1;48;1;1;;1;1
387;1;1;1;1;61;1;1;1;1;
387;1;1;1;1;67;2;2;;;
388;1;1;1;1;28;2;1;1;1;1
388;1;1;1;1;29;1;2;3;;
389;1;1;1;1;39;1;1;;1;
389;1;1;1;1;29;2;2;3;;
390;1;1;1;1;47;2;1;;9;
390;1;1;1;1;49;1;2;;;
390;1;1;1;1;20;1;3;;;
390;1;1;1;1;14;2;3;;;
391;1;1;1;1;61;1;1;1;3;
391;1;1;1;1;62;2;2;2;;
391;1;1;1;1;22;1;3;3;;
392;1;1;1;1;38;2;1;2;1;1
392;1;1;1;1;13;1;3;;;
392;1;1;1;1;7;1;3;;;
392;1;1;1;1;31;1;2;2;;
393;1;1;1;1;52;2;2;9;3;9
393;1;1;1;1;44;1;1;9;;
393;1;1;1;1;17;2;3;9;;
393;1;1;1;1;15;1;3;9;;
393;1;1;1;1;9;2;3;;;
394;1;1;1;1;70;2;1;3;3;
395;1;1;1;1;72;2;1;3;1;1
395;1;1;1;1;46;2;3;3;;
395;1;1;1;1;42;2;3;1;;
395;1;1;1;1;19;1;7;;;
396;1;1;1;1;31;2;1;3;2;1
397;1;1;1;1;35;1;1;1;2;
397;1;1;1;1;32;2;2;3;;
397;1;1;1;1;12;1;3;;;
397;1;1;1;1;11;2;3;;;
397;1;1;1;1;4;1;3;;;
397;1;1;1;1;56;2;9;3;;
397;1;1;1;1;16;1;8;;;
398;1;1;1;1;28;2;1;9;2;1
398;1;1;1;1;36;1;2;1;;
398;1;1;1;1;2;1;3;;;
398;1;1;1;1;10;2;3;;;
399;1;1;1;1;38;1;1;1;1;1
399;1;1;1;1;36;2;2;;;
400;1;1;1;1;37;1;1;3;3;1
400;1;1;1;1;37;2;2;3;;
400;1;1;1;1;4;1;3;;;
401;1;1;1;1;30;2;1;1;1;
402;1;1;1;1;30;1;1;1;1;1
403;1;1;1;1;32;1;1;;1;1
403;1;1;1;1;30;2;2;1;;
404;1;1;1;1;30;1;1;;1;
404;1;1;1;1;26;2;2;;;
404;1;1;1;1;9;1;3;;;
404;1;1;1;1;8;1;3;;;
404;1;1;1;1;7;2;3;;;
404;1;1;1;1;5;2;3;;;
404;1;1;1;1;3;2;3;;;
405;1;1;1;1;35;1;1;1;2;1
405;1;1;1;1;32;2;2;1;;
405;1;1;1;1;5;2;3;;;
405;1;1;1;1;3;2;3;;;
405;1;1;1;1;1;2;3;;;
406;1;1;1;1;57;1;1;;1;
406;1;1;1;1;55;2;2;;;
406;1;1;1;1;26;1;3;;;
406;1;1;1;1;85;1;9;9;;
407;1;1;1;1;35;1;1;1;2;1
407;1;1;1;1;34;2;2;1;;
407;1;1;1;1;5;2;3;;;
